=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -131.59 -137.38 -140.87 -148.80 -151.28 === === === === === === === === === === === === === === === === -253.51 -258.02 -264.80 === === === -293.72 === === -308.69 === -319.72 -327.67 -333.44 -341.55 -345.70 -348.79 -355.99 -364.67 -367.84 -377.55 -382.00 -388.73 -390.00 -400.87 -403.48 -412.82 -419.25 -424.60 -428.29 -432.01 -441.94 -445.08 -453.69 -460.77 -462.80 -468.72 === -480.98 -487.97 -493.29 -498.76 === === -517.91 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -134.98 -139.27 -146.38 -152.91 -159.60 -164.02 === === === === === === === === === === === === === === === -263.99 -269.80 === === === === === === -308.22 -315.64 -318.24 -325.53 -333.79 -338.14 -344.35 -354.07 -355.17 -362.97 -371.03 -373.81 -380.09 -387.28 -392.55 -402.10 -404.51 -408.15 -419.49 -422.12 -428.54 -435.91 -442.24 -446.18 -450.37 -458.29 -464.33 -470.06 -476.28 -485.98 -488.33 === -501.15 === === -519.78 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -138.03 -142.48 -150.37 -150.65 -160.89 -165.75 === === === === === === === === === === === === === === === === === -275.01 === === === -298.53 -306.27 -310.67 -314.47 -323.14 -329.06 -330.47 -337.64 -345.39 -354.10 -358.93 -360.94 -371.27 -375.45 -378.35 -389.21 -394.23 -396.58 -404.93 -409.45 -419.73 -420.98 -426.47 === -441.57 -444.54 -453.59 -460.29 -467.57 -468.92 -476.46 -486.04 -490.28 -492.71 -499.73 -505.57 === -519.79 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -139.21 -143.72 -148.12 -153.16 -162.03 -165.09 -170.65 -175.12 === === === === === === === === === === === === === === === === -282.39 -287.79 === -300.27 === === -318.12 -324.76 -327.97 -335.96 -342.21 -342.95 -349.49 -359.68 -360.97 -370.12 -377.57 -380.01 -388.75 -391.79 -399.16 -404.23 -408.70 -415.98 -423.56 -429.26 -434.39 -440.04 === -452.31 === -465.36 -473.89 === -481.46 -491.83 -495.33 === === === -518.79 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -132.58 -139.63 -141.09 -147.81 -154.14 -162.20 -169.87 -175.83 -177.61 === === === === === === === === === === === === === === === === === === === -301.28 === === -315.08 -320.71 -326.05 -332.01 -338.38 -343.32 -351.09 -357.63 -362.82 -369.77 -376.52 -383.22 -386.15 -394.23 -399.63 -406.14 -409.38 -415.35 -424.63 === -437.85 -442.19 -446.89 -451.56 === -468.39 -469.19 === -481.55 -490.66 -496.51 -499.50 -508.43 === -520.76 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -134.81 -141.62 -144.27 -149.46 -156.32 -164.39 -170.54 -174.40 -177.55 -186.57 -191.46 === === === === === === === === === === === === === === === === === -299.46 === === -318.91 -325.50 -327.77 -331.70 -343.21 -347.60 -353.98 -360.66 -364.66 -371.96 -378.43 -382.21 -389.12 -392.08 -398.71 -403.68 -409.54 -417.08 -426.31 -431.38 -433.65 -439.72 -445.14 -454.78 -458.00 -466.94 -472.03 -475.57 -484.65 -489.94 -496.01 -501.01 === === -520.99 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -135.88 -137.93 -147.26 -152.53 -159.80 -163.71 -169.12 -175.06 -179.71 -188.61 -196.25 -199.90 -205.78 -209.23 === === === === === === -252.04 === === === === === === === -302.14 -303.49 === === === -327.45 -336.03 -343.60 -344.21 -354.83 -356.64 -365.01 -369.37 -374.55 -385.05 -387.18 -393.83 -402.13 -408.56 -410.99 -420.30 -424.24 -431.17 -434.23 -443.32 -445.58 -455.70 -460.70 -466.74 -470.55 -477.56 -482.46 -490.59 -496.69 -500.08 === === -518.45 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -138.07 -140.68 -147.19 -155.74 -160.29 -163.33 -169.12 -173.60 === -187.82 -194.19 -198.77 -205.45 === === === === === === === === -261.00 === === === === === === -301.91 -303.27 -312.12 === -325.05 -329.64 -337.96 -343.13 -344.96 -351.77 -360.33 -363.04 -374.76 -376.21 -384.14 -389.24 -397.06 -404.50 -407.26 -414.10 -418.50 -427.56 -432.77 -438.41 -441.48 -450.78 -453.39 -459.48 -468.91 -473.30 -477.49 -484.91 -488.92 -497.05 -500.80 === === -522.19 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -134.59 -137.60 -143.37 === -155.15 -160.29 -164.96 -174.34 -175.57 -184.10 === === -199.99 -209.54 -210.55 -217.41 -223.35 -230.11 -237.16 === === === === -269.08 -272.38 === === === -298.10 -300.27 === === === === -329.88 -337.60 -342.68 -349.62 -356.43 -362.52 -365.81 -372.49 -379.14 -381.64 -392.08 -396.34 -402.77 -406.50 -411.53 -420.32 -424.02 -431.63 -438.88 -443.84 -449.42 -452.95 === -465.02 -476.06 -481.00 -485.36 -490.69 -500.35 -504.21 === === -520.37 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === -118.09 === -132.30 -133.31 -144.23 -145.69 -154.60 -157.27 -163.80 -170.81 -176.55 -177.77 -183.38 -192.97 === === -206.31 === === -227.87 -233.55 -236.48 -241.59 -248.74 -254.10 -264.14 -269.41 -274.98 -279.61 -286.13 -288.44 -294.49 -300.43 === === === -327.42 -333.12 -337.79 === -349.78 -354.53 -362.97 -370.02 -372.81 -378.10 -385.49 -393.12 -394.70 -403.12 -409.24 -413.25 -423.49 -429.35 -430.29 -439.11 -446.58 -449.17 -454.39 -463.19 -471.58 -475.38 -481.20 -489.24 -491.87 -499.24 -507.10 -511.19 === -521.08 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -136.64 -142.34 -149.05 === === -167.41 -172.12 -175.18 -180.94 -189.39 -194.60 -200.85 -207.39 -210.40 === === -229.44 -234.22 -239.48 -243.49 -250.82 -254.71 -263.55 -266.80 -274.45 -279.05 -284.00 -292.55 === -305.56 === -317.21 -321.02 -324.76 -331.54 -336.29 -347.24 -352.95 -356.88 -365.75 -369.33 -373.25 -381.51 -384.43 -390.11 -396.97 -406.89 -410.58 -414.17 -421.18 === -434.60 -438.55 -445.00 -454.70 -456.49 -463.28 -467.12 -476.25 -483.57 === === -497.03 -504.20 === -514.17 -521.81 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -135.93 -139.25 === -150.02 -153.99 -163.47 -166.49 -175.16 === -185.20 === -194.17 === -209.46 -212.82 === === -229.23 === === -247.58 -253.89 -258.28 -265.25 -268.44 -275.06 -280.01 -289.33 -293.45 -298.13 -304.37 -312.09 -318.01 === === === -341.37 -346.61 -352.27 -358.58 -366.03 -368.61 -375.42 === -389.23 -392.15 -401.24 -402.82 -413.23 -419.05 -419.61 -428.58 -437.71 -442.35 -444.38 -452.67 -458.76 -462.89 -472.53 -475.22 === -487.09 === === === === -517.68 -525.12 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === -133.16 -137.98 -144.52 -147.64 === === === === -175.68 -179.59 === === === -204.86 -210.52 -211.29 -220.22 -225.55 -229.64 -235.64 -245.17 === === -260.85 -266.96 -268.80 -276.42 -282.11 -288.26 === -302.10 === === === === -328.65 === -341.13 -347.51 === -359.76 -365.57 -368.03 -376.86 -382.73 -388.98 -393.95 -398.86 -407.09 -409.40 -417.19 -425.50 -429.59 -433.29 -439.22 -445.85 -452.92 -456.49 -465.67 -471.93 -474.56 -482.85 === === === === === === -524.70 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === -130.97 -131.42 -138.55 -144.14 -145.23 -150.91 -159.19 === === === === === === === === -205.15 === === -220.68 === === === === -248.50 -258.75 -261.95 -266.33 -270.94 -278.22 -283.61 === === === === -314.28 === === === === === -345.55 === === -365.50 === === === -386.53 -392.90 -402.10 -406.82 -413.56 -417.74 -423.93 -431.49 -436.21 -441.55 -449.75 -453.69 -457.76 -464.52 -469.86 -477.07 === === -498.34 === === === === -524.61 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === -131.98 -137.64 -139.16 -141.92 -148.35 === === === === === === === === === === === === === === === === === === === === -266.28 -267.89 -273.53 === === -291.77 === === === === -323.57 === === === === === === === === === === === === === -399.88 -408.06 -416.75 -419.05 -423.69 -432.32 -435.74 -441.31 -451.22 -452.15 -460.70 -465.96 -473.51 === -482.37 === === === === === === -526.19 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === -136.14 -139.01 -144.63 -149.97 === === === === === === === === === === === === === === === === === === === -257.13 -260.03 -265.49 -272.26 === -282.48 -290.54 === === -307.53 === -317.57 === -329.20 -333.22 === === === -355.85 === === -374.14 === === === === === -407.62 === -422.34 === -431.15 -438.46 -444.25 -452.58 -458.36 -461.17 -468.85 -474.41 -480.27 -486.15 === === === === -514.65 === -524.89 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === -142.50 -145.86 -152.13 -156.10 -160.61 === === === === === === === === === === === === === === === === === -257.80 === -265.50 -271.20 -280.54 -286.68 === === -301.30 -305.88 === === === === === === === === === -361.10 === -376.22 -380.95 === === === === -412.31 -416.76 === -430.70 -431.33 -438.77 -444.50 -450.68 -459.76 -462.46 -469.91 -474.59 -480.64 === === -496.56 === === === === -527.55 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -421.43 === === === -442.51 -449.62 === -460.56 -463.24 -469.83 === === === === === === === === === -528.83 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -443.15 -446.44 -455.66 -459.12 -468.45 -470.01 -475.27 === === === === === === === === -529.80 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -424.06 === === === -441.44 -452.56 -452.93 === -469.56 -475.39 === === -492.71 === -501.60 -510.68 === -519.09 === -533.01 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -468.22 -477.62 -478.26 -489.37 -495.63 === === === === === -529.29 -533.25 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === -164.98 === === === === === === === === === === === === === === === === === === === -256.70 -261.36 -266.28 -271.56 === === === === === -305.05 -306.87 -312.16 -319.12 -322.18 -331.68 -335.60 -338.35 -346.29 -352.86 -357.37 -365.24 -367.77 -376.92 -379.09 === -389.79 -397.58 === === === === -426.32 === === === === === === === -473.51 -473.91 -484.33 === -493.07 === -506.40 === === === === -536.13 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -217.42 -220.39 === === === === === -252.72 -257.24 -262.37 -268.18 -270.30 -276.32 === === === === -305.87 -307.17 -314.81 -321.87 -325.48 -333.21 -333.83 -343.85 -345.08 -351.61 -357.68 -364.60 -371.01 -373.49 -379.00 -385.23 === === -401.90 -410.58 === === === === === === === -456.40 -459.75 -465.13 -471.79 === === -491.18 -496.22 === === === === === === -536.95 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === -171.25 === === === === === === === === === === === === === === === === === === === === === === === -279.58 -278.78 === === === === -308.83 -313.97 -315.83 -321.86 -325.51 === === === === -354.83 === -370.64 === === === -390.17 === -400.11 === -411.90 === -423.18 === -437.71 === === -449.86 -455.51 -465.26 -468.48 === -480.03 -489.28 -489.78 -497.03 === -510.71 === -520.55 === === -538.78 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -285.02 === === === === === -315.08 -318.89 -326.87 -328.66 -334.50 === -348.04 -352.88 -357.07 -366.32 -367.51 -373.55 -379.33 === === === -402.05 -407.04 -412.32 -418.46 === === === -441.00 -448.81 -451.34 -460.07 -463.70 -468.85 -474.92 -479.42 -485.21 -492.82 -499.20 -506.59 -510.14 -514.40 === -529.94 -535.55 -540.01 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -229.45 === === === === === === === === === === === -285.76 -288.95 === === === === -319.85 -320.19 -327.85 -333.54 -337.54 -345.91 -349.72 -354.08 -360.11 -368.00 -373.45 -375.91 -380.35 -385.92 -394.19 -397.70 -405.05 -408.94 === -422.67 === -432.86 -439.54 -443.55 -448.58 -457.17 -460.22 -468.65 -471.45 -479.47 -484.46 -488.40 -495.02 -503.76 -506.70 -513.06 -520.65 -527.20 -527.27 -533.30 -539.11 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -286.53 -290.98 -295.59 -299.07 === === === === -328.29 -328.78 -338.23 -342.69 -348.45 -354.16 === -363.38 -370.09 -372.23 -378.53 -386.32 === -394.11 -402.58 -409.03 === -417.15 === -427.79 === -439.15 -444.55 -454.97 -456.44 -465.01 -470.17 -475.88 -479.99 === === === === === === === -527.27 -533.22 -533.74 === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -304.94 === === === === === -337.43 === -348.43 === -352.55 -359.89 -369.86 -370.53 -378.56 -381.39 -387.40 -393.21 -399.44 -405.65 -407.24 -415.96 -423.25 === === -436.88 -442.09 -447.01 -452.93 -463.16 -462.58 === === -481.75 === === === === === === -522.52 -526.28 === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -291.01 === === -309.65 === === === === === -337.92 -339.39 === -352.94 -360.51 -366.43 -365.51 -374.91 -383.02 -381.81 -391.36 -392.37 -398.88 -405.37 -411.83 -419.07 === -427.98 -433.07 -441.46 -444.19 === -457.03 -463.02 -468.02 === -480.67 === === === === === === -518.87 -521.98 === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -290.28 === === === === -310.54 === === === === === === -346.86 -351.11 === -361.77 -365.21 -371.59 -375.83 -379.01 -386.08 -394.42 -397.08 -400.82 -410.07 -414.83 -422.21 -424.41 -429.99 -438.12 -440.02 -447.84 -450.90 -459.77 === -469.00 === -479.09 === === === -502.66 -509.83 -516.27 -518.32 === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -293.03 -294.00 === === -309.85 -316.62 -321.71 -321.14 === === === === === -351.22 === -364.88 -373.38 -372.17 -378.41 -387.96 === -395.92 -401.70 -409.88 -410.44 -416.11 -422.67 -427.32 -435.41 -438.45 -445.77 -450.52 -456.19 -459.37 -466.11 -470.97 -477.67 === -487.20 === === -505.96 -511.14 -516.60 === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -322.58 -328.54 === === === === === === -364.95 === -369.28 -377.80 -382.33 -385.02 -393.90 === -406.45 -411.33 -416.64 -417.21 -427.31 -432.68 -434.61 -441.89 -448.34 -455.16 -455.47 === -469.86 === === === -491.14 === -504.07 -505.75 -510.92 === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -296.53 -300.63 === === === === -326.82 -332.47 -333.37 === === === === === === -368.67 === -379.22 -383.48 -388.74 === === -403.97 === -414.92 -424.69 -428.89 -431.77 -437.98 -443.35 === -457.21 -463.29 -467.24 -473.53 === === -484.37 === -499.30 -503.66 -506.39 === === === === === === -550.98 -552.80 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -298.42 === === -313.67 === === === -330.33 === -340.38 === === === === === -369.73 -370.48 === -379.83 -391.30 -391.92 -401.28 === -409.72 === -419.96 -427.80 -430.19 -435.64 -438.33 -445.00 -451.93 === -464.03 -468.66 -470.54 === === -487.89 -495.28 -500.73 === === === === === === === -547.18 -547.77 -556.44 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -303.16 -303.98 -311.53 === === === === === === -343.51 -349.32 === === === === -373.27 -374.73 -380.95 -389.13 -395.57 -397.51 -405.89 -408.14 -412.82 -416.46 === -430.82 -430.66 -438.61 -442.80 -449.71 -452.74 -459.82 === -470.96 -475.20 === === -494.35 -495.68 === === === === === === === === -546.45 === -560.41 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -307.92 === === === === === === === === -349.65 -355.30 === === === === -381.15 -388.49 === -396.57 -399.69 -403.88 === -416.24 === -428.23 -432.56 -439.03 -442.14 -446.48 -451.37 -458.44 -463.59 -468.46 === === -487.04 -490.83 -495.19 === === === === === === === === === === === -560.28 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -317.41 === === === === === === === -355.79 -360.92 === === === === === -387.75 -393.54 === -402.61 -409.01 -413.93 -417.28 -425.83 -428.36 -433.73 -439.12 -445.13 -448.65 -457.00 -459.10 -463.24 -474.52 === -483.57 -485.34 -490.38 === === === === === === === === === === === === -563.02 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -366.68 -366.78 === === === === -393.77 -398.94 === -405.46 -412.53 -417.17 -421.99 -427.92 -431.52 -440.43 === -446.58 -450.73 -457.29 -465.35 -466.93 -473.83 === -484.22 -487.54 === === === === === === === === === === === === === -567.07 === === 
=== === === === === === === === === === === === === === === === === === === === === === -238.92 === === === === === === === === === === === === === === === === === === === === === === === === === === -326.81 -330.26 === === === === === === -362.67 -367.41 -370.41 -375.16 === === === === -398.71 -407.85 === -416.60 -422.94 -427.47 -432.09 -434.41 === -447.09 -452.36 -455.55 -459.87 -464.16 -472.02 === === === === === === === === === === === === === === === === === -568.95 === === 
=== === === === === === === === === === === === === === === === === === === === === -247.07 -244.15 === === === === === === === === === === === === === === === === === === === === === === === === === === -332.69 -332.97 === === === -354.80 -353.08 === === -369.89 -376.25 -376.54 === === === === -404.82 -405.13 -413.68 -418.27 -423.45 -430.61 -433.69 -438.05 -442.12 -447.76 -454.86 -461.39 -463.94 -469.61 -473.68 -479.94 === === === === === === === === === === === === === === === === -570.43 === === 
=== === === === === === === === === === === === === === === === === === === === === -249.66 -250.75 === === === === === === === === === === === === === === === === === === === === === === === === === === === -339.18 -343.77 === === === === === -373.50 === === -387.15 -388.73 === === === === -413.59 -417.54 -421.40 === === -437.04 -441.12 -449.22 -453.16 -455.28 -462.56 -466.23 -471.94 -476.13 === === === === === === === === === === === === === === === === === -570.92 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -344.95 -349.88 === -353.83 -359.48 === -365.91 === === -381.44 -387.50 -393.19 === === === === -416.10 -420.26 -425.09 === -431.55 -441.26 -444.04 -453.18 -453.88 -460.57 -464.14 -471.52 -473.50 === === === === === === === === === === === === === === === === === === -576.33 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -354.78 -355.75 === === === === === === === === -394.30 -400.61 === === === === -425.08 -430.22 -437.07 -438.39 -442.73 -448.33 -454.38 -461.25 -464.46 -467.45 -472.68 === === === === === === === === === === === === === === -549.95 === === === === -577.35 === === 
=== === === === === === === === === === === === === === === === === === === === === -266.64 -272.00 -273.65 -272.88 === === === === === === === === === === === === === === === === === === === === === === === === === === === -362.56 === === === -377.52 -381.48 -384.01 === === -399.53 -404.81 === === === === === -432.37 -436.91 -443.90 -444.50 -453.86 === -459.37 -468.38 -469.46 -478.69 -481.54 === === === === === === === === === === === -545.78 === === === === === === -580.54 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === -279.19 -279.48 -284.01 === === === === === === === === === === === === === === === === === === === === === === === === === -368.32 -367.83 === === -381.36 -386.51 -388.40 === === === -406.70 -410.65 === === === === -436.77 -440.34 === === === -460.42 -468.58 -469.87 -476.86 -482.25 -481.30 === === === === === === === === === -536.23 === -548.13 === === === === === === -582.11 === === 
=== === === === === === === === === === === === === === === === === === === === === === -282.95 === === -288.08 -289.09 -290.80 -292.32 -295.97 === === === === === === === === === === === === === === === === === === === === === === -369.17 -373.88 === === === -390.25 === -401.00 === -407.89 -411.36 -416.34 === === === === === -445.14 -448.84 === === === -465.98 -472.83 -476.97 -483.18 -487.42 -492.97 -497.78 === === === === === === -534.49 -540.11 === === === === === === === === -585.57 === === 
=== === === === === === === === === === === === === === === === === === === === === === === -290.36 === -292.13 === -298.66 -300.21 === === === === === === === === === === === === === === === === === === === === === === === === -378.37 -380.87 === -391.48 === -402.41 === === -413.35 === -420.06 -422.92 === === === === -450.81 -452.81 -456.78 === === === -477.11 -479.32 === === === === === === === === === === === === === === === === === === === === -587.24 === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -382.13 -388.64 === -393.86 -401.68 === -410.69 -412.81 === -419.52 === -430.18 -432.69 === === === === -455.83 -460.65 === === === -480.98 -484.16 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -390.27 -392.76 === === === === === -418.26 -423.63 === -436.06 -437.49 === === === === === -463.05 === === === -485.55 -489.54 === === === === === === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -394.75 -398.91 === === === === -422.57 -427.10 === === === -440.34 === === === === === -467.33 -472.87 === === === -495.59 === === === === === === -523.27 === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -402.35 -408.56 === === === === -427.52 -432.28 -434.94 === -446.52 -451.98 === === === === -474.00 -477.33 -482.53 === === -495.28 -501.29 === === -516.58 -516.61 === === === === === === === === === === === === === === === === === === 
=== === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === === -408.05 -408.75 === === === === === === === === === -456.37 -457.49 === === === === -483.25 -488.84 === -493.96 -499.88 -501.75 -510.82 -511.62 -516.61 === === === === === === === === === === === === === === === === === === === 
